Level,Date and Time,Source,Event ID,Task Category
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'projectdb' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'Python_Scenario_Based' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'DE_Coding_Challenge_1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'Courrier_management_assignement' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'coding_challenge_car_rental_system' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'pubs' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'DE_1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'coding_Challenge2' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'mydb' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'casestudy_db' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'Assignment1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'Assignment_Courrier_Management' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'mydb1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'PetPals' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'Hexaware' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'carconnect_Casestudy' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'hexaware_test1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'hexaware_test' with worker pool size [4].
Information,18-12-2024 10:13:47,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:<explicit>"
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'tempdb'.
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'SISDB' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'AdventureWorks2022' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'Python_Scenario_Based' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'carconnect' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'DE_Day_3' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'Case_Study_1_OYO' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'projectdb' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'DE_1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'employees' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'DE_Coding_Challenge_1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'coding_challenge_car_rental_system' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'coding_Challenge2' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'Assignment_Courrier_Management' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'mydb1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'casestudy_db' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'PetPlas' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'PetPals' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'Courrier_management_assignement' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'mydb' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'Assignment1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'pubs' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'carconnect_Casestudy' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'Hexaware' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'hexaware_test1' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'hexaware_test' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,49930,Server,Parallel redo is started for database 'SISDB' with worker pool size [4].
Information,18-12-2024 10:13:47,MSSQLSERVER,26067,Server,"The SQL Server Network Interface library could not register the Service Principal Name (SPN) [ MSSQLSvc/DESKTOP-OFHDUG6 ] for the SQL Server service. Windows return code: 0xffffffff, state: 63. Failure to register a SPN might cause integrated authentication to use NTLM instead of Kerberos. This is an informational message. Further action is only required if Kerberos authentication is required by authentication policies and if the SPN has not been manually registered."
Information,18-12-2024 10:13:47,MSSQLSERVER,17126,Server,SQL Server is now ready for client connections. This is an informational message; no user action is required.
Information,18-12-2024 10:13:47,MSSQLSERVER,26076,Server,SQL Server is attempting to register a Service Principal Name (SPN) for the SQL Server service. Kerberos authentication will not be possible until a SPN is registered for the SQL Server service. This is an informational message. No user action is required.
Information,18-12-2024 10:13:47,MSSQLSERVER,17201,Server,Dedicated admin connection support was established for listening locally on port 1434.
Information,18-12-2024 10:13:47,MSSQLSERVER,26022,Server,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.
Information,18-12-2024 10:13:47,MSSQLSERVER,26022,Server,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.
Information,18-12-2024 10:13:47,MSSQLSERVER,26048,Server,Server local connection provider is ready to accept connection on [ \\.\pipe\sql\query ].
Information,18-12-2024 10:13:47,MSSQLSERVER,26048,Server,Server local connection provider is ready to accept connection on [ \\.\pipe\SQLLocal\MSSQLSERVER ].
Information,18-12-2024 10:13:47,MSSQLSERVER,26018,Server,A self-generated certificate was successfully loaded for encryption.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'Python_Scenario_Based'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'projectdb'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'employees'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'Case_Study_1_OYO'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'DE_Coding_Challenge_1'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'DE_Day_3'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'DE_1'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'AdventureWorks2022'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'PetPlas'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'coding_challenge_car_rental_system'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'Assignment_Courrier_Management'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'PetPals'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'carconnect'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'coding_Challenge2'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'casestudy_db'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'pubs'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'carconnect_Casestudy'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'Courrier_management_assignement'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'mydb1'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'mydb'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'SISDB'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'Assignment1'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'hexaware_test1'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'hexaware_test'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'Hexaware'.
Information,18-12-2024 10:13:47,MSSQLSERVER,17137,Server,Starting up database 'msdb'.
Information,18-12-2024 10:13:47,MSSQLSERVER,41111,Server,Always On: The availability replica manager is waiting for the instance of SQL Server to allow client connections. This is an informational message only. No user action is required.
Information,18-12-2024 10:13:47,MSSQLSERVER,41110,Server,Always On: The availability replica manager is starting. This is an informational message only. No user action is required.
Information,18-12-2024 10:13:47,MSSQLSERVER,17136,Server,Clearing tempdb database.
Information,18-12-2024 10:13:47,MSSQLSERVER,17663,Server,Server name is 'DESKTOP-OFHDUG6'. This is an informational message only. No user action is required.
Information,18-12-2024 10:13:47,MSSQLSERVER,19030,Server,"SQL Trace ID 1 was started by login ""sa""."
Information,18-12-2024 10:13:47,MSSQLSERVER,25753,Server,XE session 'telemetry_xevents' started.
Information,18-12-2024 10:13:47,MSSQLSERVER,25753,Server,XE session 'system_health' started.
Information,18-12-2024 10:13:47,MSSQLSERVER,33218,Server,SQL Server Audit has started the audits. This is an informational message. No user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,33217,Server,SQL Server Audit is starting the audits. This is an informational message. No user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,10981,Server,Resource governor reconfiguration succeeded.
Information,18-12-2024 10:13:46,MSSQLSERVER,17137,Server,Starting up database 'model_msdb'.
Information,18-12-2024 10:13:46,MSSQLSERVER,17137,Server,Starting up database 'model'.
Information,18-12-2024 10:13:46,MSSQLSERVER,958,Server,The resource database build version is 16.00.1000. This is an informational message only. No user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,17137,Server,Starting up database 'mssqlsystemresource'.
Information,18-12-2024 10:13:46,MSSQLSERVER,17137,Server,Starting up database 'model_replicatedmaster'.
Information,18-12-2024 10:13:46,MSSQLSERVER,17137,Server,Starting up database 'master'.
Information,18-12-2024 10:13:46,MSSQLSERVER,49910,Server,Software Usage Metrics is disabled.
Information,18-12-2024 10:13:46,MSSQLSERVER,9048,Server,clflushopt is selected for pmem flush operation.
Information,18-12-2024 10:13:46,MSSQLSERVER,17118,Server,Database Instant File Initialization: enabled. For security and performance considerations see the topic 'Database Instant File Initialization' in SQL Server Books Online. This is an informational message only. No user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,6253,Server,Common language runtime (CLR) functionality initialized using CLR version v4.0.30319 from C:\Windows\Microsoft.NET\Framework64\v4.0.30319\.
Information,18-12-2024 10:13:46,MSSQLSERVER,17125,Server,Using dynamic lock allocation.  Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node.  This is an informational message only.  No user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,17152,Server,Node configuration: node 0: CPU mask: 0x00000000000000ff:0 Active CPU mask: 0x00000000000000ff:0. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,17176,Server,This instance of SQL Server last reported using a process ID of 12604 at 17-12-2024 23:44:16 (local) 17-12-2024 18:14:16 (UTC). This is an informational message only; no user action is required.
Information,18-12-2024 10:13:46,MSSQLSERVER,17811,Server,The maximum number of dedicated administrator connections for this instance is '1'
Information,18-12-2024 10:13:45,MSSQLSERVER,17264,Server,CPU vectorization level(s) detected:  SSE SSE2 SSE3 SSSE3 SSE41 SSE42 AVX AVX2 POPCNT BMI1 BMI2 AVX512 (F CD BW DQ VL IFMA VBMI VBMI2 VNNI BITALG VPOQCNTDQ)
Information,18-12-2024 10:13:45,MSSQLSERVER,873,Server,Buffer pool extension is already disabled. No action is necessary.
Information,18-12-2024 10:13:45,MSSQLSERVER,49917,Server,Default collation: Latin1_General_CI_AI (us_english 1033)
Information,18-12-2024 10:13:45,MSSQLSERVER,894,Server,Buffer Pool: Allocating 2097152 bytes for 1121437 hashPages.
Information,18-12-2024 10:13:45,MSSQLSERVER,852,Server,Using conventional memory in the memory manager.
Information,18-12-2024 10:13:45,MSSQLSERVER,49903,Server,Detected 7959 MB of RAM. This is an informational message; no user action is required.
Information,18-12-2024 10:13:45,MSSQLSERVER,17162,Server,SQL Server is starting at normal priority base (=7). This is an informational message only. No user action is required.
Information,18-12-2024 10:13:45,MSSQLSERVER,17164,Server,"SQL Server detected 1 sockets with 4 cores per socket and 8 logical processors per socket, 8 total logical processors; using 8 logical processors based on SQL Server licensing. This is an informational message; no user action is required."
Information,18-12-2024 10:13:45,MSSQLSERVER,17115,Server,"Command Line Startup Parameters:
	 -s ""MSSQLSERVER"""
Information,18-12-2024 10:13:45,MSSQLSERVER,17110,Server,"Registry startup parameters: 
	 -d C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\DATA\master.mdf
	 -e C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Log\ERRORLOG
	 -l C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\DATA\mastlog.ldf"
Information,18-12-2024 10:13:45,MSSQLSERVER,49904,Server,The service account is 'NT Service\MSSQLSERVER'. This is an informational message; no user action is required.
Information,18-12-2024 10:13:45,MSSQLSERVER,17111,Server,Logging SQL Server messages in file 'C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Log\ERRORLOG'.
Information,18-12-2024 10:13:45,MSSQLSERVER,15268,Server,Authentication mode is MIXED.
Information,18-12-2024 10:13:45,MSSQLSERVER,18496,Server,"System Manufacturer: 'Dell Inc.', System Model: 'Vostro 3491'."
Information,18-12-2024 10:13:45,MSSQLSERVER,17104,Server,Server process ID is 10032.
Information,18-12-2024 10:13:45,MSSQLSERVER,17103,Server,All rights reserved.
Information,18-12-2024 10:13:45,MSSQLSERVER,17101,Server,(c) Microsoft Corporation.
Information,18-12-2024 10:13:45,MSSQLSERVER,49916,Server,UTC adjustment: 5:30
Information,18-12-2024 10:13:45,MSSQLSERVER,17069,Server,Microsoft SQL Server 2022 (RTM) - 16.0.1000.6 (X64) 
	Oct  8 2022 05:58:25 
	Copyright (C) 2022 Microsoft Corporation
	Developer Edition (64-bit) on Windows 10 Home Single Language 10.0 <X64> (Build 22631: ) (Hypervisor)

Information,18-12-2024 10:13:44,edgeupdate,0,None,Service stopped.
Information,18-12-2024 10:13:43,DMGUpgradeService,0,None,Service started successfully.
Error,18-12-2024 10:13:13,.NET Runtime,1023,None,"Description: A .NET application failed.
Application: Dell.TechHub.exe
Path: C:\Program Files\Dell\TechHub\Dell.TechHub.exe
Message: You must install or update .NET to run this application.

App: C:\Program Files\Dell\TechHub\Dell.TechHub.exe
Architecture: x64
Framework: 'Microsoft.NETCore.App', version '6.0.0' (x64)
.NET location: C:\Program Files\dotnet\

The following frameworks were found:
  3.1.17 at [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  8.0.8 at [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]

Learn more:
https://aka.ms/dotnet/app-launch-failed

To install missing framework, download:
https://aka.ms/dotnet-core-applaunch?framework=Microsoft.NETCore.App&framework_version=6.0.0&arch=x64&rid=win-x64&os=win10

"
Error,18-12-2024 10:13:13,SideBySide,59,None,"Activation context generation failed for ""C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe"".Error in manifest or policy file ""C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe.Config"" on line 11. Invalid Xml syntax."
Information,18-12-2024 10:13:13,Dell SupportAssist Remediation,0,None,Service started successfully.
Information,18-12-2024 10:13:12,Dell Digital Delivery Services,0,None,Service started successfully.
Information,18-12-2024 10:13:12,brave,0,None,The operation completed successfully. 
Information,18-12-2024 10:13:04,SecurityCenter,15,None,Updated McAfee status successfully to SECURITY_PRODUCT_STATE_OFF.
Information,18-12-2024 10:13:03,SecurityCenter,15,None,Updated McAfee status successfully to SECURITY_PRODUCT_STATE_EXPIRED.
Information,18-12-2024 10:13:01,SecurityCenter,15,None,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Information,18-12-2024 10:12:59,SecurityCenter,1,None,The Windows Security Center Service has started.
Information,18-12-2024 10:11:20,Microsoft-Windows-Search,1003,Search service,The Windows Search Service started.

Warning,18-12-2024 10:11:13,Microsoft-Windows-WMI,63,None,"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
Warning,18-12-2024 10:11:13,Microsoft-Windows-WMI,63,None,"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
Warning,18-12-2024 10:11:13,Microsoft-Windows-WMI,63,None,"A provider, IntelMEProv, has been registered in the Windows Management Instrumentation namespace root\Intel_ME to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests."
Information,18-12-2024 10:11:13,igfxCUIService2.0.0.0,0,None,The operation completed successfully. 
Information,18-12-2024 10:11:13,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,18-12-2024 10:11:13,igfxCUIService2.0.0.0,0,None,The operation completed successfully. 
Information,18-12-2024 10:11:13,WMIRegistrationService,2,None,Intel(R) WMI Registration Service has successfully finished WMI Registration.
Information,18-12-2024 10:11:13,igfxCUIService2.0.0.0,0,None,The operation completed successfully. 
Information,18-12-2024 10:11:12,SebWindowsService,0,None,Service started successfully.
Information,18-12-2024 10:11:11,Microsoft-Windows-Winlogon,6003,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.
Information,18-12-2024 10:11:10,igccservice,0,None,Service started successfully.
Information,18-12-2024 10:11:10,Microsoft-Windows-WMI,5617,None,Windows Management Instrumentation Service subsystems initialized successfully
Information,18-12-2024 10:11:09,LMS,0,None,Service started/resumed
Information,18-12-2024 10:11:09,LMS,2000,LMS,Local Management Service started.

Information,18-12-2024 10:11:09,WMIRegistrationService,0,None,Intel(R) WMI Registration Service started.
Information,18-12-2024 10:11:09,Microsoft-Windows-WMI,5615,None,Windows Management Instrumentation Service started sucessfully
Information,18-12-2024 10:11:09,RtkAudioUniversalService,0,None,The operation completed successfully. 
Information,18-12-2024 10:11:09,IntelDalJhi,0,None,Intel(R) Dynamic Application Loader Host Interface Service started.
Information,18-12-2024 10:11:07,Microsoft-Windows-User Profiles Service,1531,None,"The User Profile Service has started successfully.  

"
Information,17-12-2024 23:44:16,Microsoft-Windows-User Profiles Service,1532,None,"The User Profile Service has stopped.  

"
Information,17-12-2024 23:44:16,igccservice,0,None,Service has been successfully shut down.
Information,17-12-2024 23:44:16,MSSQLSERVER,17147,Server,SQL Server is terminating because of a system shutdown. This is an informational message only. No user action is required.
Information,17-12-2024 23:44:15,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,17-12-2024 23:44:15,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.
Information,17-12-2024 23:44:15,igfxCUIService2.0.0.0,0,None,The operation completed successfully. 
Information,17-12-2024 23:44:15,igfxCUIService2.0.0.0,0,None,The operation completed successfully. 
Information,17-12-2024 23:44:06,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 1844 seconds. Working set (KB): 197940, committed (KB): 451304, memory utilization: 43%%."
Information,17-12-2024 23:38:38,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 1516 seconds. Working set (KB): 196160, committed (KB): 450288, memory utilization: 43%%."
Information,17-12-2024 23:34:17,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 1256 seconds. Working set (KB): 197928, committed (KB): 451728, memory utilization: 43%%."
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option delayed_durability to disabled for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option target_recovery_time to 60 for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option PAGE_VERIFY to CHECKSUM for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option MULTI_USER to ON for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option RECOVERY to FULL for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option READ_WRITE to ON for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option READ_COMMITTED_SNAPSHOT to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option PARAMETERIZATION to SIMPLE for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option DATE_CORRELATION_OPTIMIZATION to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option AUTO_UPDATE_STATISTICS_ASYNC to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option DISABLE_BROKER to ON for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option RECURSIVE_TRIGGERS to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option QUOTED_IDENTIFIER to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option NUMERIC_ROUNDABORT to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option CONCAT_NULL_YIELDS_NULL to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option CURSOR_DEFAULT to GLOBAL for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option CURSOR_CLOSE_ON_COMMIT to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option AUTO_UPDATE_STATISTICS to ON for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option AUTO_CREATE_STATISTICS to ON for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option INCREMENTAL to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option AUTO_SHRINK to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option AUTO_CLOSE to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option ARITHABORT to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option ANSI_WARNINGS to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option ANSI_PADDING to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option ANSI_NULLS to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option ANSI_NULL_DEFAULT to OFF for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,5084,Server,Setting database option COMPATIBILITY_LEVEL to 160 for database 'projectdb'.
Information,17-12-2024 23:32:27,MSSQLSERVER,49930,Server,Parallel redo is shutdown for database 'projectdb' with worker pool size [4].
Information,17-12-2024 23:32:27,MSSQLSERVER,49930,Server,Parallel redo is started for database 'projectdb' with worker pool size [4].
Information,17-12-2024 23:32:27,MSSQLSERVER,17137,Server,Starting up database 'projectdb'.
Information,17-12-2024 23:28:49,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 928 seconds. Working set (KB): 194336, committed (KB): 445568, memory utilization: 43%%."
Information,17-12-2024 23:27:58,MSSQLSERVER,18488,Logon,Login failed for user 'projectid3'.  Reason: The password of the account must be changed. [CLIENT: <local machine>]
Information,17-12-2024 23:26:25,MSSQLSERVER,8128,Server,Using 'xpstar.dll' version '2022.160.1000' to execute extended stored procedure 'xp_instance_regread'. This is an informational message only; no user action is required.
Information,17-12-2024 23:26:25,MSSQLSERVER,33090,Server,Attempting to load library 'xpstar.dll' into memory. This is an informational message only. No user action is required.
Information,17-12-2024 23:25:26,MSSQLSERVER,8128,Server,Using 'xpsqlbot.dll' version '2022.160.1000' to execute extended stored procedure 'xp_qv'. This is an informational message only; no user action is required.
Information,17-12-2024 23:25:26,MSSQLSERVER,33090,Server,Attempting to load library 'xpsqlbot.dll' into memory. This is an informational message only. No user action is required.
Information,17-12-2024 23:23:24,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 602 seconds. Working set (KB): 178224, committed (KB): 444056, memory utilization: 40%%."
Information,17-12-2024 23:19:30,igccservice,0,None,PowerEvent handled successfully by the service.
Information,17-12-2024 23:19:30,Dell SupportAssist Remediation,0,None,PowerEvent handled successfully by the service.
Information,17-12-2024 23:18:54,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 332 seconds. Working set (KB): 185384, committed (KB): 444656, memory utilization: 41%%."
Information,17-12-2024 23:13:21,MSSQLSERVER,17890,Server,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 0 seconds. Working set (KB): 238752, committed (KB): 473072, memory utilization: 50%%."
Information,17-12-2024 23:12:55,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Dell Mobile Connect Drivers. Product Version: 3.1.9518. Product Language: 1033. Manufacturer: Screenovate Technologies Ltd.. Reconfiguration success or error status: 0.
Information,17-12-2024 23:12:54,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: SSMS Post Install Tasks. Product Version: 20.2.30.0. Product Language: 1033. Manufacturer: Microsoft Corporation. Reconfiguration success or error status: 0.
